athlete	team	medal	year	sport
athlete_054350	Germany	NA	2010	sport_30
athlete_054351	United States	NA	2011	sport_31
athlete_054352	Japan	NA	2012	sport_32
athlete_054353	United States	NA	2013	sport_33
athlete_054354	Soviet Union	Gold	2014	sport_34
athlete_054355	United States	Bronze	2015	sport_35
athlete_054356	Soviet Union	Bronze	2016	sport_36
athlete_054357	United States	NA	2017	sport_37
athlete_054358	United States	NA	2018	sport_38
athlete_054359	Germany	NA	2019	sport_39
athlete_054360	Japan	NA	2000	sport_0
athlete_054361	Kenya	Silver	2001	sport_1
athlete_054362	United States	Bronze	2002	sport_2
athlete_054363	Kenya	Silver	2003	sport_3
athlete_054364	Germany	NA	2004	sport_4
athlete_054365	Italy	Bronze	2005	sport_5
athlete_054366	United States	Bronze	2006	sport_6
athlete_054367	Germany	Silver	2007	sport_7
athlete_054368	France	NA	2008	sport_8
athlete_054369	Germany	Bronze	2009	sport_9
athlete_054370	Japan	NA	2010	sport_10
athlete_054371	Italy	NA	2011	sport_11
athlete_054372	Japan	Bronze	2012	sport_12
athlete_054373	United States	NA	2013	sport_13
athlete_054374	Germany	NA	2014	sport_14
athlete_054375	Germany	Bronze	2015	sport_15
athlete_054376	United States	NA	2016	sport_16
athlete_054377	Kenya	NA	2017	sport_17
athlete_054378	Japan	Gold	2018	sport_18
athlete_054379	France	NA	2019	sport_19
athlete_054380	Germany	NA	2000	sport_20
athlete_054381	Italy	NA	2001	sport_21
athlete_054382	Germany	Silver	2002	sport_22
athlete_054383	Italy	Bronze	2003	sport_23
athlete_054384	United States	Gold	2004	sport_24
athlete_054385	United States	NA	2005	sport_25
athlete_054386	United States	NA	2006	sport_26
athlete_054387	United States	Bronze	2007	sport_27
athlete_054388	Italy	Bronze	2008	sport_28
athlete_054389	France	Silver	2009	sport_29
athlete_054390	United States	Gold	2010	sport_30
athlete_054391	Soviet Union	Gold	2011	sport_31
athlete_054392	Germany	Bronze	2012	sport_32
athlete_054393	Japan	NA	2013	sport_33
athlete_054394	Kenya	Bronze	2014	sport_34
athlete_054395	Kenya	NA	2015	sport_35
athlete_054396	Soviet Union	NA	2016	sport_36
athlete_054397	United States	Silver	2017	sport_37
athlete_054398	Soviet Union	Bronze	2018	sport_38
athlete_054399	Japan	Bronze	2019	sport_39
athlete_054400	United States	Silver	2000	sport_0
athlete_054401	Germany	NA	2001	sport_1
athlete_054402	United States	Silver	2002	sport_2
athlete_054403	Germany	Silver	2003	sport_3
athlete_054404	United States	NA	2004	sport_4
athlete_054405	Japan	NA	2005	sport_5
athlete_054406	Soviet Union	NA	2006	sport_6
athlete_054407	United States	NA	2007	sport_7
athlete_054408	Germany	Bronze	2008	sport_8
athlete_054409	France	Bronze	2009	sport_9
athlete_054410	France	NA	2010	sport_10
athlete_054411	Kenya	NA	2011	sport_11
athlete_054412	Japan	Gold	2012	sport_12
athlete_054413	United States	Silver	2013	sport_13
athlete_054414	Kenya	NA	2014	sport_14
athlete_054415	Japan	NA	2015	sport_15
athlete_054416	United States	NA	2016	sport_16
athlete_054417	Kenya	Bronze	2017	sport_17
athlete_054418	Germany	Gold	2018	sport_18
athlete_054419	United States	NA	2019	sport_19
athlete_054420	Soviet Union	Bronze	2000	sport_20
athlete_054421	Soviet Union	NA	2001	sport_21
athlete_054422	United States	NA	2002	sport_22
athlete_054423	Kenya	NA	2003	sport_23
athlete_054424	United States	NA	2004	sport_24
athlete_054425	Germany	NA	2005	sport_25
athlete_054426	United States	Gold	2006	sport_26
athlete_054427	Germany	NA	2007	sport_27
athlete_054428	Italy	NA	2008	sport_28
athlete_054429	Kenya	Silver	2009	sport_29
athlete_054430	Kenya	NA	2010	sport_30
athlete_054431	United States	Silver	2011	sport_31
athlete_054432	United States	NA	2012	sport_32
athlete_054433	Italy	NA	2013	sport_33
athlete_054434	United States	Silver	2014	sport_34
athlete_054435	United States	Bronze	2015	sport_35
athlete_054436	Japan	Bronze	2016	sport_36
athlete_054437	United States	Bronze	2017	sport_37
athlete_054438	United States	NA	2018	sport_38
athlete_054439	Germany	NA	2019	sport_39
athlete_054440	Italy	NA	2000	sport_0
athlete_054441	Italy	NA	2001	sport_1
athlete_054442	Kenya	Silver	2002	sport_2
athlete_054443	Germany	NA	2003	sport_3
athlete_054444	Germany	Bronze	2004	sport_4
athlete_054445	France	Silver	2005	sport_5
athlete_054446	Italy	Silver	2006	sport_6
athlete_054447	Italy	Silver	2007	sport_7
athlete_054448	United States	Bronze	2008	sport_8
athlete_054449	France	Silver	2009	sport_9
athlete_054450	Soviet Union	NA	2010	sport_10
athlete_054451	United States	Bronze	2011	sport_11
athlete_054452	Germany	Bronze	2012	sport_12
athlete_054453	Germany	Bronze	2013	sport_13
athlete_054454	Japan	Silver	2014	sport_14
athlete_054455	Japan	Bronze	2015	sport_15
athlete_054456	Italy	NA	2016	sport_16
athlete_054457	France	NA	2017	sport_17
athlete_054458	Soviet Union	Silver	2018	sport_18
athlete_054459	United States	Silver	2019	sport_19
athlete_054460	Soviet Union	Silver	2000	sport_20
athlete_054461	Kenya	Bronze	2001	sport_21
athlete_054462	Germany	NA	2002	sport_22
athlete_054463	Japan	NA	2003	sport_23
athlete_054464	Germany	Gold	2004	sport_24
athlete_054465	Italy	NA	2005	sport_25
athlete_054466	Soviet Union	NA	2006	sport_26
athlete_054467	Japan	Silver	2007	sport_27
athlete_054468	United States	Gold	2008	sport_28
athlete_054469	France	Gold	2009	sport_29
athlete_054470	France	NA	2010	sport_30
athlete_054471	Germany	Silver	2011	sport_31
athlete_054472	United States	NA	2012	sport_32
athlete_054473	Germany	Silver	2013	sport_33
athlete_054474	Japan	NA	2014	sport_34
athlete_054475	Japan	Silver	2015	sport_35
athlete_054476	Italy	Bronze	2016	sport_36
athlete_054477	Germany	NA	2017	sport_37
athlete_054478	Germany	Bronze	2018	sport_38
athlete_054479	Germany	Silver	2019	sport_39
athlete_054480	Japan	Silver	2000	sport_0
athlete_054481	United States	NA	2001	sport_1
athlete_054482	Japan	Silver	2002	sport_2
athlete_054483	France	NA	2003	sport_3
athlete_054484	United States	Silver	2004	sport_4
athlete_054485	United States	NA	2005	sport_5
athlete_054486	United States	NA	2006	sport_6
athlete_054487	Soviet Union	Gold	2007	sport_7
athlete_054488	United States	NA	2008	sport_8
athlete_054489	Japan	NA	2009	sport_9
athlete_054490	Soviet Union	NA	2010	sport_10
athlete_054491	United States	NA	2011	sport_11
athlete_054492	United States	NA	2012	sport_12
athlete_054493	Soviet Union	Gold	2013	sport_13
athlete_054494	United States	NA	2014	sport_14
athlete_054495	United States	Gold	2015	sport_15
athlete_054496	United States	NA	2016	sport_16
athlete_054497	Italy	NA	2017	sport_17
athlete_054498	United States	NA	2018	sport_18
athlete_054499	Italy	NA	2019	sport_19
athlete_054500	Soviet Union	Bronze	2000	sport_20
athlete_054501	United States	Gold	2001	sport_21
athlete_054502	Soviet Union	NA	2002	sport_22
athlete_054503	United States	NA	2003	sport_23
athlete_054504	United States	NA	2004	sport_24
athlete_054505	Italy	NA	2005	sport_25
athlete_054506	Japan	NA	2006	sport_26
athlete_054507	France	NA	2007	sport_27
athlete_054508	Japan	NA	2008	sport_28
athlete_054509	United States	Bronze	2009	sport_29
athlete_054510	Germany	Gold	2010	sport_30
athlete_054511	France	NA	2011	sport_31
athlete_054512	Germany	NA	2012	sport_32
athlete_054513	Germany	NA	2013	sport_33
athlete_054514	Japan	Silver	2014	sport_34
athlete_054515	United States	NA	2015	sport_35
athlete_054516	France	Bronze	2016	sport_36
athlete_054517	United States	NA	2017	sport_37
athlete_054518	United States	Bronze	2018	sport_38
athlete_054519	United States	Gold	2019	sport_39
athlete_054520	France	Gold	2000	sport_0
athlete_054521	Italy	NA	2001	sport_1
athlete_054522	Japan	NA	2002	sport_2
athlete_054523	Japan	NA	2003	sport_3
athlete_054524	Soviet Union	Silver	2004	sport_4
athlete_054525	United States	NA	2005	sport_5
athlete_054526	Germany	Silver	2006	sport_6
athlete_054527	Italy	NA	2007	sport_7
athlete_054528	United States	NA	2008	sport_8
athlete_054529	Germany	Bronze	2009	sport_9
athlete_054530	France	Silver	2010	sport_10
athlete_054531	Soviet Union	Gold	2011	sport_11
athlete_054532	Germany	Bronze	2012	sport_12
athlete_054533	United States	NA	2013	sport_13
athlete_054534	France	NA	2014	sport_14
athlete_054535	France	NA	2015	sport_15
athlete_054536	Germany	NA	2016	sport_16
athlete_054537	Germany	Gold	2017	sport_17
athlete_054538	United States	Gold	2018	sport_18
athlete_054539	United States	NA	2019	sport_19
athlete_054540	Kenya	Silver	2000	sport_20
athlete_054541	France	Silver	2001	sport_21
athlete_054542	United States	NA	2002	sport_22
athlete_054543	United States	NA	2003	sport_23
athlete_054544	Germany	NA	2004	sport_24
athlete_054545	Kenya	NA	2005	sport_25
athlete_054546	Germany	Bronze	2006	sport_26
athlete_054547	Italy	NA	2007	sport_27
athlete_054548	Italy	NA	2008	sport_28
athlete_054549	Germany	Bronze	2009	sport_29
athlete_054550	Japan	NA	2010	sport_30
athlete_054551	Germany	NA	2011	sport_31
athlete_054552	Soviet Union	NA	2012	sport_32
athlete_054553	United States	Silver	2013	sport_33
athlete_054554	United States	NA	2014	sport_34
athlete_054555	United States	NA	2015	sport_35
athlete_054556	Germany	NA	2016	sport_36
athlete_054557	France	Gold	2017	sport_37
athlete_054558	Italy	Gold	2018	sport_38
athlete_054559	France	NA	2019	sport_39
athlete_054560	United States	NA	2000	sport_0
athlete_054561	Soviet Union	NA	2001	sport_1
athlete_054562	United States	NA	2002	sport_2
athlete_054563	Japan	Bronze	2003	sport_3
athlete_054564	France	NA	2004	sport_4
athlete_054565	United States	Gold	2005	sport_5
athlete_054566	Germany	NA	2006	sport_6
athlete_054567	France	Bronze	2007	sport_7
athlete_054568	United States	NA	2008	sport_8
athlete_054569	United States	Gold	2009	sport_9
athlete_054570	France	NA	2010	sport_10
athlete_054571	United States	NA	2011	sport_11
athlete_054572	Germany	Silver	2012	sport_12
athlete_054573	Italy	Gold	2013	sport_13
athlete_054574	Kenya	NA	2014	sport_14
athlete_054575	Italy	Gold	2015	sport_15
athlete_054576	Soviet Union	NA	2016	sport_16
athlete_054577	United States	NA	2017	sport_17
athlete_054578	United States	Gold	2018	sport_18
athlete_054579	Italy	NA	2019	sport_19
athlete_054580	Italy	NA	2000	sport_20
athlete_054581	Kenya	Silver	2001	sport_21
athlete_054582	Japan	NA	2002	sport_22
athlete_054583	Japan	Silver	2003	sport_23
athlete_054584	Soviet Union	NA	2004	sport_24
athlete_054585	United States	Bronze	2005	sport_25
athlete_054586	United States	NA	2006	sport_26
athlete_054587	Japan	Silver	2007	sport_27
athlete_054588	United States	NA	2008	sport_28
athlete_054589	Germany	Gold	2009	sport_29
athlete_054590	Soviet Union	NA	2010	sport_30
athlete_054591	Japan	NA	2011	sport_31
athlete_054592	Japan	NA	2012	sport_32
athlete_054593	France	NA	2013	sport_33
athlete_054594	France	Gold	2014	sport_34
athlete_054595	Italy	NA	2015	sport_35
athlete_054596	Italy	Silver	2016	sport_36
athlete_054597	Kenya	Gold	2017	sport_37
athlete_054598	United States	NA	2018	sport_38
athlete_054599	Japan	NA	2019	sport_39
athlete_054600	United States	NA	2000	sport_0
athlete_054601	Japan	NA	2001	sport_1
athlete_054602	United States	NA	2002	sport_2
athlete_054603	Soviet Union	Gold	2003	sport_3
athlete_054604	Germany	Bronze	2004	sport_4
athlete_054605	Soviet Union	NA	2005	sport_5
athlete_054606	France	Gold	2006	sport_6
athlete_054607	Germany	Gold	2007	sport_7
athlete_054608	Kenya	NA	2008	sport_8
athlete_054609	United States	Silver	2009	sport_9
athlete_054610	Germany	Silver	2010	sport_10
athlete_054611	United States	Silver	2011	sport_11
athlete_054612	United States	Bronze	2012	sport_12
athlete_054613	Kenya	Silver	2013	sport_13
athlete_054614	United States	Bronze	2014	sport_14
athlete_054615	France	NA	2015	sport_15
athlete_054616	Italy	Silver	2016	sport_16
athlete_054617	Japan	Silver	2017	sport_17
athlete_054618	United States	Bronze	2018	sport_18
athlete_054619	Japan	Bronze	2019	sport_19
athlete_054620	United States	NA	2000	sport_20
athlete_054621	Italy	NA	2001	sport_21
athlete_054622	Germany	Gold	2002	sport_22
athlete_054623	Japan	NA	2003	sport_23
athlete_054624	Italy	NA	2004	sport_24
athlete_054625	Soviet Union	NA	2005	sport_25
athlete_054626	Kenya	NA	2006	sport_26
athlete_054627	United States	Gold	2007	sport_27
athlete_054628	Japan	Bronze	2008	sport_28
athlete_054629	Italy	Bronze	2009	sport_29
athlete_054630	Soviet Union	NA	2010	sport_30
athlete_054631	Soviet Union	Gold	2011	sport_31
athlete_054632	Soviet Union	Gold	2012	sport_32
athlete_054633	United States	Bronze	2013	sport_33
athlete_054634	Italy	NA	2014	sport_34
athlete_054635	United States	Bronze	2015	sport_35
athlete_054636	United States	Gold	2016	sport_36
athlete_054637	United States	Gold	2017	sport_37
athlete_054638	Italy	Bronze	2018	sport_38
athlete_054639	Kenya	NA	2019	sport_39
athlete_054640	Japan	Silver	2000	sport_0
athlete_054641	United States	Bronze	2001	sport_1
athlete_054642	Germany	Silver	2002	sport_2
athlete_054643	United States	Gold	2003	sport_3
athlete_054644	United States	Bronze	2004	sport_4
athlete_054645	Germany	Silver	2005	sport_5
athlete_054646	Italy	NA	2006	sport_6
athlete_054647	United States	Bronze	2007	sport_7
athlete_054648	France	Silver	2008	sport_8
athlete_054649	Japan	NA	2009	sport_9
athlete_054650	Germany	NA	2010	sport_10
athlete_054651	United States	NA	2011	sport_11
athlete_054652	Italy	NA	2012	sport_12
athlete_054653	France	Bronze	2013	sport_13
athlete_054654	United States	Gold	2014	sport_14
athlete_054655	Japan	Gold	2015	sport_15
athlete_054656	United States	Bronze	2016	sport_16
athlete_054657	United States	NA	2017	sport_17
athlete_054658	France	Gold	2018	sport_18
athlete_054659	Germany	Gold	2019	sport_19
athlete_054660	United States	Bronze	2000	sport_20
athlete_054661	Kenya	NA	2001	sport_21
athlete_054662	Italy	Silver	2002	sport_22
athlete_054663	Soviet Union	Bronze	2003	sport_23
athlete_054664	Germany	Silver	2004	sport_24
athlete_054665	Italy	Silver	2005	sport_25
athlete_054666	Kenya	NA	2006	sport_26
athlete_054667	Soviet Union	NA	2007	sport_27
athlete_054668	Italy	NA	2008	sport_28
athlete_054669	France	Bronze	2009	sport_29
athlete_054670	France	NA	2010	sport_30
athlete_054671	United States	NA	2011	sport_31
athlete_054672	Soviet Union	Silver	2012	sport_32
athlete_054673	Germany	NA	2013	sport_33
athlete_054674	Soviet Union	Silver	2014	sport_34
athlete_054675	Japan	NA	2015	sport_35
athlete_054676	Germany	NA	2016	sport_36
athlete_054677	Germany	Gold	2017	sport_37
athlete_054678	Italy	Gold	2018	sport_38
athlete_054679	Italy	NA	2019	sport_39
athlete_054680	France	NA	2000	sport_0
athlete_054681	Soviet Union	NA	2001	sport_1
athlete_054682	Japan	Silver	2002	sport_2
athlete_054683	Kenya	Gold	2003	sport_3
athlete_054684	Italy	Bronze	2004	sport_4
athlete_054685	France	NA	2005	sport_5
athlete_054686	Soviet Union	NA	2006	sport_6
athlete_054687	Kenya	Bronze	2007	sport_7
athlete_054688	Kenya	NA	2008	sport_8
athlete_054689	France	NA	2009	sport_9
athlete_054690	Kenya	NA	2010	sport_10
athlete_054691	United States	Bronze	2011	sport_11
athlete_054692	Germany	Gold	2012	sport_12
athlete_054693	Kenya	Bronze	2013	sport_13
athlete_054694	France	Silver	2014	sport_14
athlete_054695	Soviet Union	NA	2015	sport_15
athlete_054696	Germany	NA	2016	sport_16
athlete_054697	France	Gold	2017	sport_17
athlete_054698	Germany	Gold	2018	sport_18
athlete_054699	United States	Gold	2019	sport_19
athlete_054700	Germany	Bronze	2000	sport_20
athlete_054701	Germany	NA	2001	sport_21
athlete_054702	Germany	Gold	2002	sport_22
athlete_054703	Italy	Silver	2003	sport_23
athlete_054704	France	Silver	2004	sport_24
athlete_054705	United States	NA	2005	sport_25
athlete_054706	United States	NA	2006	sport_26
athlete_054707	United States	NA	2007	sport_27
athlete_054708	Kenya	NA	2008	sport_28
athlete_054709	Japan	NA	2009	sport_29
athlete_054710	France	Silver	2010	sport_30
athlete_054711	United States	NA	2011	sport_31
athlete_054712	Italy	NA	2012	sport_32
athlete_054713	United States	Bronze	2013	sport_33
athlete_054714	United States	Gold	2014	sport_34
athlete_054715	United States	Bronze	2015	sport_35
athlete_054716	Germany	NA	2016	sport_36
athlete_054717	Germany	Gold	2017	sport_37
athlete_054718	France	NA	2018	sport_38
athlete_054719	Soviet Union	Silver	2019	sport_39
athlete_054720	Italy	Silver	2000	sport_0
athlete_054721	Germany	NA	2001	sport_1
athlete_054722	Kenya	NA	2002	sport_2
athlete_054723	Italy	Silver	2003	sport_3
athlete_054724	United States	NA	2004	sport_4
athlete_054725	Germany	Silver	2005	sport_5
athlete_054726	Italy	NA	2006	sport_6
athlete_054727	United States	NA	2007	sport_7
athlete_054728	United States	NA	2008	sport_8
athlete_054729	Kenya	Silver	2009	sport_9
athlete_054730	Germany	NA	2010	sport_10
athlete_054731	United States	Silver	2011	sport_11
athlete_054732	France	Silver	2012	sport_12
athlete_054733	Soviet Union	Gold	2013	sport_13
athlete_054734	Kenya	Silver	2014	sport_14
athlete_054735	Kenya	Silver	2015	sport_15
athlete_054736	Italy	NA	2016	sport_16
athlete_054737	Italy	NA	2017	sport_17
athlete_054738	Soviet Union	Gold	2018	sport_18
athlete_054739	Kenya	NA	2019	sport_19
athlete_054740	United States	NA	2000	sport_20
athlete_054741	Kenya	Silver	2001	sport_21
athlete_054742	Germany	NA	2002	sport_22
athlete_054743	France	NA	2003	sport_23
athlete_054744	United States	NA	2004	sport_24
athlete_054745	France	Bronze	2005	sport_25
athlete_054746	United States	NA	2006	sport_26
athlete_054747	Italy	Gold	2007	sport_27
athlete_054748	United States	Silver	2008	sport_28
athlete_054749	United States	NA	2009	sport_29
athlete_054750	Germany	Bronze	2010	sport_30
athlete_054751	United States	NA	2011	sport_31
athlete_054752	United States	NA	2012	sport_32
athlete_054753	Soviet Union	NA	2013	sport_33
athlete_054754	Germany	NA	2014	sport_34
athlete_054755	Japan	NA	2015	sport_35
athlete_054756	Italy	Bronze	2016	sport_36
athlete_054757	Japan	Bronze	2017	sport_37
athlete_054758	United States	Gold	2018	sport_38
athlete_054759	Germany	NA	2019	sport_39
athlete_054760	Soviet Union	Gold	2000	sport_0
athlete_054761	Germany	Bronze	2001	sport_1
athlete_054762	United States	NA	2002	sport_2
athlete_054763	Italy	Gold	2003	sport_3
athlete_054764	Italy	Bronze	2004	sport_4
athlete_054765	United States	NA	2005	sport_5
athlete_054766	Kenya	Gold	2006	sport_6
athlete_054767	United States	Silver	2007	sport_7
athlete_054768	Germany	NA	2008	sport_8
athlete_054769	United States	Bronze	2009	sport_9
athlete_054770	United States	NA	2010	sport_10
athlete_054771	Soviet Union	Silver	2011	sport_11
athlete_054772	Soviet Union	Silver	2012	sport_12
athlete_054773	Italy	Bronze	2013	sport_13
athlete_054774	Italy	NA	2014	sport_14
